,loanSequenceNumber,monthlyReportingPeriod,currentActualUPB,currentLoanDelinquencyStatus,loanAge,remainingMonthToLegalMaturity,repurchaseFlag,modificationFlag,zeroBalanceCode,zeroBalanceEffectiveDate,currentInterestRate,currentDeferredUPB,dueDateOfLastPaidInstallment,miRecoveries,netSalesProceeds,nonMiRecoveries,expenses,legalCosts,maintenanceAndPreservationCosts,taxesAndInsurance,miscellaneousExpenses,actualLossCalculation,modificationCost,stepModificationFlag,deferredPaymentModification,estimatedLoandToValue,yr,qr,defaulted,creditScore,firstPaymentDate,firstTimeHomeBuyerFlag,maturityDate,metropolitanDivisionOrMSA,mortgageInsurancePercentage,numberOfUnits,occupancyStatus,originalCombinedLoanToValue,originalDebtToIncomeRatio,originalUPB,originalLoanToValue,originalInterestRate,channel,prepaymentPenaltyMortgageFlag,productType,propertyState,propertyType,postalCode,loanSequenceNumber,loanPurpose,originalLoanTerm,numberOfBorrowers,sellerName,servicerName,superConformingFlag,preHarpLoanSequenceNumber,yr,qr
51,F108Q3000002,201206,271181.02,0,46,314,NotA,NotA,0,NotA,6.625,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,696,200809,Y,203808,14484.0,0,1,P,72.0,30,285000,72,6.625,R,NotA,FRM,MA,SF,2000,F108Q3000002,P,360,1,Other sellers,Other servicers,NotA,NotA,2008,3
52,F108Q3000002,201207,270853.28,0,47,313,NotA,NotA,0,NotA,6.625,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,696,200809,Y,203808,14484.0,0,1,P,72.0,30,285000,72,6.625,R,NotA,FRM,MA,SF,2000,F108Q3000002,P,360,1,Other sellers,Other servicers,NotA,NotA,2008,3
53,F108Q3000002,201208,270523.73,0,48,312,NotA,NotA,0,NotA,6.625,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,696,200809,Y,203808,14484.0,0,1,P,72.0,30,285000,72,6.625,R,NotA,FRM,MA,SF,2000,F108Q3000002,P,360,1,Other sellers,Other servicers,NotA,NotA,2008,3
54,F108Q3000002,201209,270192.36,0,49,311,NotA,NotA,0,NotA,6.625,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,696,200809,Y,203808,14484.0,0,1,P,72.0,30,285000,72,6.625,R,NotA,FRM,MA,SF,2000,F108Q3000002,P,360,1,Other sellers,Other servicers,NotA,NotA,2008,3
55,F108Q3000002,201210,269859.16,0,50,310,NotA,NotA,0,NotA,6.625,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,696,200809,Y,203808,14484.0,0,1,P,72.0,30,285000,72,6.625,R,NotA,FRM,MA,SF,2000,F108Q3000002,P,360,1,Other sellers,Other servicers,NotA,NotA,2008,3
56,F108Q3000002,201211,269524.12,0,51,309,NotA,NotA,0,NotA,6.625,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,696,200809,Y,203808,14484.0,0,1,P,72.0,30,285000,72,6.625,R,NotA,FRM,MA,SF,2000,F108Q3000002,P,360,1,Other sellers,Other servicers,NotA,NotA,2008,3
57,F108Q3000002,201212,269187.23,0,52,308,NotA,NotA,0,NotA,6.625,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,696,200809,Y,203808,14484.0,0,1,P,72.0,30,285000,72,6.625,R,NotA,FRM,MA,SF,2000,F108Q3000002,P,360,1,Other sellers,Other servicers,NotA,NotA,2008,3
58,F108Q3000002,201301,268848.48,0,53,307,NotA,NotA,0,NotA,6.625,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,696,200809,Y,203808,14484.0,0,1,P,72.0,30,285000,72,6.625,R,NotA,FRM,MA,SF,2000,F108Q3000002,P,360,1,Other sellers,Other servicers,NotA,NotA,2008,3
59,F108Q3000002,201302,0.0,0,54,306,N,NotA,1,201302.0,6.625,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,696,200809,Y,203808,14484.0,0,1,P,72.0,30,285000,72,6.625,R,NotA,FRM,MA,SF,2000,F108Q3000002,P,360,1,Other sellers,Other servicers,NotA,NotA,2008,3
60,F108Q3000003,200808,88000.0,0,0,360,NotA,NotA,0,NotA,6.875,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,799,200809,N,203808,NotA,0,2,I,80.0,41,88000,80,6.875,R,N,FRM,KY,SF,42100,F108Q3000003,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
61,F108Q3000003,200809,88000.0,0,1,359,NotA,NotA,0,NotA,6.875,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,799,200809,N,203808,NotA,0,2,I,80.0,41,88000,80,6.875,R,N,FRM,KY,SF,42100,F108Q3000003,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
62,F108Q3000003,200810,88000.0,0,2,358,NotA,NotA,0,NotA,6.875,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,799,200809,N,203808,NotA,0,2,I,80.0,41,88000,80,6.875,R,N,FRM,KY,SF,42100,F108Q3000003,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
63,F108Q3000003,200811,88000.0,0,3,357,NotA,NotA,0,NotA,6.875,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,799,200809,N,203808,NotA,0,2,I,80.0,41,88000,80,6.875,R,N,FRM,KY,SF,42100,F108Q3000003,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
64,F108Q3000003,200812,88000.0,0,4,356,NotA,NotA,0,NotA,6.875,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,799,200809,N,203808,NotA,0,2,I,80.0,41,88000,80,6.875,R,N,FRM,KY,SF,42100,F108Q3000003,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
65,F108Q3000003,200901,88000.0,0,5,355,NotA,NotA,0,NotA,6.875,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,799,200809,N,203808,NotA,0,2,I,80.0,41,88000,80,6.875,R,N,FRM,KY,SF,42100,F108Q3000003,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
66,F108Q3000003,200902,88000.0,0,6,354,NotA,NotA,0,NotA,6.875,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,799,200809,N,203808,NotA,0,2,I,80.0,41,88000,80,6.875,R,N,FRM,KY,SF,42100,F108Q3000003,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
67,F108Q3000003,200903,87550.0,0,7,353,NotA,NotA,0,NotA,6.875,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,799,200809,N,203808,NotA,0,2,I,80.0,41,88000,80,6.875,R,N,FRM,KY,SF,42100,F108Q3000003,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
68,F108Q3000003,200904,87396.54,0,8,352,NotA,NotA,0,NotA,6.875,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,799,200809,N,203808,NotA,0,2,I,80.0,41,88000,80,6.875,R,N,FRM,KY,SF,42100,F108Q3000003,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
69,F108Q3000003,200905,87319.15,0,9,351,NotA,NotA,0,NotA,6.875,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,799,200809,N,203808,NotA,0,2,I,80.0,41,88000,80,6.875,R,N,FRM,KY,SF,42100,F108Q3000003,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
70,F108Q3000003,200906,87241.32,0,10,350,NotA,NotA,0,NotA,6.875,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,799,200809,N,203808,NotA,0,2,I,80.0,41,88000,80,6.875,R,N,FRM,KY,SF,42100,F108Q3000003,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
71,F108Q3000003,200907,87163.04,0,11,349,NotA,NotA,0,NotA,6.875,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,799,200809,N,203808,NotA,0,2,I,80.0,41,88000,80,6.875,R,N,FRM,KY,SF,42100,F108Q3000003,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
72,F108Q3000003,200908,87163.04,0,12,348,NotA,NotA,0,NotA,6.875,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,799,200809,N,203808,NotA,0,2,I,80.0,41,88000,80,6.875,R,N,FRM,KY,SF,42100,F108Q3000003,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
73,F108Q3000003,200909,87005.13,0,13,347,NotA,NotA,0,NotA,6.875,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,799,200809,N,203808,NotA,0,2,I,80.0,41,88000,80,6.875,R,N,FRM,KY,SF,42100,F108Q3000003,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
74,F108Q3000003,200910,87005.13,0,14,346,NotA,NotA,0,NotA,6.875,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,799,200809,N,203808,NotA,0,2,I,80.0,41,88000,80,6.875,R,N,FRM,KY,SF,42100,F108Q3000003,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
75,F108Q3000003,200911,86925.5,0,15,345,NotA,NotA,0,NotA,6.875,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,799,200809,N,203808,NotA,0,2,I,80.0,41,88000,80,6.875,R,N,FRM,KY,SF,42100,F108Q3000003,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
76,F108Q3000003,200912,86764.86,0,16,344,NotA,NotA,0,NotA,6.875,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,799,200809,N,203808,NotA,0,2,I,80.0,41,88000,80,6.875,R,N,FRM,KY,SF,42100,F108Q3000003,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
77,F108Q3000003,201001,86683.85,0,17,343,NotA,NotA,0,NotA,6.875,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,799,200809,N,203808,NotA,0,2,I,80.0,41,88000,80,6.875,R,N,FRM,KY,SF,42100,F108Q3000003,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
78,F108Q3000003,201002,86683.85,0,18,342,NotA,NotA,0,NotA,6.875,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,799,200809,N,203808,NotA,0,2,I,80.0,41,88000,80,6.875,R,N,FRM,KY,SF,42100,F108Q3000003,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
79,F108Q3000003,201003,86602.38,0,19,341,NotA,NotA,0,NotA,6.875,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,799,200809,N,203808,NotA,0,2,I,80.0,41,88000,80,6.875,R,N,FRM,KY,SF,42100,F108Q3000003,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
80,F108Q3000003,201004,86438.03,0,20,340,NotA,NotA,0,NotA,6.875,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,799,200809,N,203808,NotA,0,2,I,80.0,41,88000,80,6.875,R,N,FRM,KY,SF,42100,F108Q3000003,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
81,F108Q3000003,201005,86438.03,0,21,339,NotA,NotA,0,NotA,6.875,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,799,200809,N,203808,NotA,0,2,I,80.0,41,88000,80,6.875,R,N,FRM,KY,SF,42100,F108Q3000003,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
82,F108Q3000003,201006,86271.79,0,22,338,NotA,NotA,0,NotA,6.875,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,799,200809,N,203808,NotA,0,2,I,80.0,41,88000,80,6.875,R,N,FRM,KY,SF,42100,F108Q3000003,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
83,F108Q3000003,201007,86271.79,0,23,337,NotA,NotA,0,NotA,6.875,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,799,200809,N,203808,NotA,0,2,I,80.0,41,88000,80,6.875,R,N,FRM,KY,SF,42100,F108Q3000003,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
84,F108Q3000003,201008,86187.96,0,24,336,NotA,NotA,0,NotA,6.875,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,799,200809,N,203808,NotA,0,2,I,80.0,41,88000,80,6.875,R,N,FRM,KY,SF,42100,F108Q3000003,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
85,F108Q3000003,201009,86018.85,0,25,335,NotA,NotA,0,NotA,6.875,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,799,200809,N,203808,NotA,0,2,I,80.0,41,88000,80,6.875,R,N,FRM,KY,SF,42100,F108Q3000003,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
86,F108Q3000003,201010,86018.85,0,26,334,NotA,NotA,0,NotA,6.875,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,799,200809,N,203808,NotA,0,2,I,80.0,41,88000,80,6.875,R,N,FRM,KY,SF,42100,F108Q3000003,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
87,F108Q3000003,201011,85933.57,0,27,333,NotA,NotA,0,NotA,6.875,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,799,200809,N,203808,NotA,0,2,I,80.0,41,88000,80,6.875,R,N,FRM,KY,SF,42100,F108Q3000003,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
88,F108Q3000003,201012,85847.8,0,28,332,NotA,NotA,0,NotA,6.875,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,799,200809,N,203808,NotA,0,2,I,80.0,41,88000,80,6.875,R,N,FRM,KY,SF,42100,F108Q3000003,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
89,F108Q3000003,201101,85761.54,0,29,331,NotA,NotA,0,NotA,6.875,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,799,200809,N,203808,NotA,0,2,I,80.0,41,88000,80,6.875,R,N,FRM,KY,SF,42100,F108Q3000003,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
90,F108Q3000003,201102,85674.78,0,30,330,NotA,NotA,0,NotA,6.875,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,799,200809,N,203808,NotA,0,2,I,80.0,41,88000,80,6.875,R,N,FRM,KY,SF,42100,F108Q3000003,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
91,F108Q3000003,201103,85587.53,0,31,329,NotA,NotA,0,NotA,6.875,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,799,200809,N,203808,NotA,0,2,I,80.0,41,88000,80,6.875,R,N,FRM,KY,SF,42100,F108Q3000003,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
92,F108Q3000003,201104,85499.78,0,32,328,NotA,NotA,0,NotA,6.875,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,799,200809,N,203808,NotA,0,2,I,80.0,41,88000,80,6.875,R,N,FRM,KY,SF,42100,F108Q3000003,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
93,F108Q3000003,201105,85322.76,0,33,327,NotA,NotA,0,NotA,6.875,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,799,200809,N,203808,NotA,0,2,I,80.0,41,88000,80,6.875,R,N,FRM,KY,SF,42100,F108Q3000003,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
94,F108Q3000003,201106,85322.76,0,34,326,NotA,NotA,0,NotA,6.875,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,799,200809,N,203808,NotA,0,2,I,80.0,41,88000,80,6.875,R,N,FRM,KY,SF,42100,F108Q3000003,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
95,F108Q3000003,201107,85233.49,0,35,325,NotA,NotA,0,NotA,6.875,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,799,200809,N,203808,NotA,0,2,I,80.0,41,88000,80,6.875,R,N,FRM,KY,SF,42100,F108Q3000003,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
96,F108Q3000003,201108,85143.71,0,36,324,NotA,NotA,0,NotA,6.875,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,799,200809,N,203808,NotA,0,2,I,80.0,41,88000,80,6.875,R,N,FRM,KY,SF,42100,F108Q3000003,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
97,F108Q3000003,201109,84962.6,0,37,323,NotA,NotA,0,NotA,6.875,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,799,200809,N,203808,NotA,0,2,I,80.0,41,88000,80,6.875,R,N,FRM,KY,SF,42100,F108Q3000003,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
98,F108Q3000003,201110,84962.6,0,38,322,NotA,NotA,0,NotA,6.875,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,799,200809,N,203808,NotA,0,2,I,80.0,41,88000,80,6.875,R,N,FRM,KY,SF,42100,F108Q3000003,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
99,F108Q3000003,201111,84779.4,0,39,321,NotA,NotA,0,NotA,6.875,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,799,200809,N,203808,NotA,0,2,I,80.0,41,88000,80,6.875,R,N,FRM,KY,SF,42100,F108Q3000003,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
100,F108Q3000003,201112,84779.4,0,40,320,NotA,NotA,0,NotA,6.875,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,799,200809,N,203808,NotA,0,2,I,80.0,41,88000,80,6.875,R,N,FRM,KY,SF,42100,F108Q3000003,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
101,F108Q3000003,201201,84687.02,0,41,319,NotA,NotA,0,NotA,6.875,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,799,200809,N,203808,NotA,0,2,I,80.0,41,88000,80,6.875,R,N,FRM,KY,SF,42100,F108Q3000003,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
102,F108Q3000003,201202,84500.66,0,42,318,NotA,NotA,0,NotA,6.875,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,799,200809,N,203808,NotA,0,2,I,80.0,41,88000,80,6.875,R,N,FRM,KY,SF,42100,F108Q3000003,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
103,F108Q3000003,201203,84406.68,0,43,317,NotA,NotA,0,NotA,6.875,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,799,200809,N,203808,NotA,0,2,I,80.0,41,88000,80,6.875,R,N,FRM,KY,SF,42100,F108Q3000003,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
104,F108Q3000003,201204,84406.68,0,44,316,NotA,NotA,0,NotA,6.875,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,799,200809,N,203808,NotA,0,2,I,80.0,41,88000,80,6.875,R,N,FRM,KY,SF,42100,F108Q3000003,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
105,F108Q3000003,201205,84312.16,0,45,315,NotA,NotA,0,NotA,6.875,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,799,200809,N,203808,NotA,0,2,I,80.0,41,88000,80,6.875,R,N,FRM,KY,SF,42100,F108Q3000003,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
106,F108Q3000003,201206,84217.1,0,46,314,NotA,NotA,0,NotA,6.875,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,799,200809,N,203808,NotA,0,2,I,80.0,41,88000,80,6.875,R,N,FRM,KY,SF,42100,F108Q3000003,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
107,F108Q3000003,201207,84121.49,0,47,313,NotA,NotA,0,NotA,6.875,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,799,200809,N,203808,NotA,0,2,I,80.0,41,88000,80,6.875,R,N,FRM,KY,SF,42100,F108Q3000003,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
108,F108Q3000003,201208,83928.64,0,48,312,NotA,NotA,0,NotA,6.875,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,799,200809,N,203808,NotA,0,2,I,80.0,41,88000,80,6.875,R,N,FRM,KY,SF,42100,F108Q3000003,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
109,F108Q3000003,201209,83831.38,0,49,311,NotA,NotA,0,NotA,6.875,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,799,200809,N,203808,NotA,0,2,I,80.0,41,88000,80,6.875,R,N,FRM,KY,SF,42100,F108Q3000003,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
110,F108Q3000003,201210,83831.38,0,50,310,NotA,NotA,0,NotA,6.875,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,799,200809,N,203808,NotA,0,2,I,80.0,41,88000,80,6.875,R,N,FRM,KY,SF,42100,F108Q3000003,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
111,F108Q3000003,201211,83733.56,0,51,309,NotA,NotA,0,NotA,6.875,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,799,200809,N,203808,NotA,0,2,I,80.0,41,88000,80,6.875,R,N,FRM,KY,SF,42100,F108Q3000003,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
112,F108Q3000003,201212,83635.18,0,52,308,NotA,NotA,0,NotA,6.875,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,799,200809,N,203808,NotA,0,2,I,80.0,41,88000,80,6.875,R,N,FRM,KY,SF,42100,F108Q3000003,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
113,F108Q3000003,201301,83436.73,0,53,307,NotA,NotA,0,NotA,6.875,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,799,200809,N,203808,NotA,0,2,I,80.0,41,88000,80,6.875,R,N,FRM,KY,SF,42100,F108Q3000003,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
114,F108Q3000003,201302,83336.65,0,54,306,NotA,NotA,0,NotA,6.875,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,799,200809,N,203808,NotA,0,2,I,80.0,41,88000,80,6.875,R,N,FRM,KY,SF,42100,F108Q3000003,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
115,F108Q3000003,201303,83236.0,0,55,305,NotA,NotA,0,NotA,6.875,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,799,200809,N,203808,NotA,0,2,I,80.0,41,88000,80,6.875,R,N,FRM,KY,SF,42100,F108Q3000003,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
116,F108Q3000003,201304,83236.0,0,56,304,NotA,NotA,0,NotA,6.875,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,799,200809,N,203808,NotA,0,2,I,80.0,41,88000,80,6.875,R,N,FRM,KY,SF,42100,F108Q3000003,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
117,F108Q3000003,201305,83032.96,0,57,303,NotA,NotA,0,NotA,6.875,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,799,200809,N,203808,NotA,0,2,I,80.0,41,88000,80,6.875,R,N,FRM,KY,SF,42100,F108Q3000003,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
